File Name,Title,Meta Description,H1 Content,H2 Content,H3 Content,H4 Content,H5 Content,H6 Content,Paragraph Content,Date,Location
1716323825-289.html,"Sarah E. Bond (U. of Iowa), ""Signs of the Times: Fighting the Alt-Right with Public History and Classics"" | Center for Spatial and Textual Analysis","How are the symbols of the past reimagined, manipulated, and reused in the present? This talk looks at a number of ways that the Alt-Right has appropriated ancient sayings, symbols, and acronyms for their own purposes. What was the actual context for the fasces, SPQR, ‘Molon Labe,’ white statues, or the torch, and what role does public classics playing in making the public aware of the semiotics of hate?","Sarah E. Bond (U. of Iowa), ""Signs of the Times: Fighting the Alt-Right with Public History and Classics""",Events About People Connect With Us Contact Us,,,,,"How are the symbols of the past reimagined, manipulated, and reused in the present? This talk looks at a number of ways that the Alt-Right has appropriated ancient sayings, symbols, and acronyms for their own purposes. What was the actual context for the fasces, SPQR, ‘Molon Labe,’ white statues, or the torch, and what role does public classics playing in making the public aware of the semiotics of hate? Sarah E. Bond is an Associate Professor of Classics at the University of Iowa. She is the editor-in-chief of the SCS blog, a regular contributor to Hyperallergic.com , and has written from The Chronicle of Higher Education, The New York Times, and Forbes.","Fri November 9th 2018, 12:15 - 1:30pm",110-112
1716323825-323.html,Dr. Lyle W. Konisgberg | It's not a Scandal. It's Statistics. | Center for Spatial and Textual Analysis,"""It's Not a Scandal. It's Statistics"" Public keynote address by Dr. Lyle W. Konisgberg (Department of Anthropology, University of Illinois at Urbana-Champaign)",Dr. Lyle W. Konisgberg | It's not a Scandal. It's Statistics.,Events About People Connect With Us Contact Us,,,,,"""It's Not a Scandal. It's Statistics""  Public keynote address by Dr. Lyle W. Konisgberg (Department of Anthropology, University of Illinois at Urbana-Champaign) The title of this talk is a quote from Christine Romans, host of CNN Money. The title harkens back to a discussion the evening of June 9, 1999 after the first day of the first Rostock Work-shop on “Mathematical Modelling for Paleodemography: Coming to Consensus.” At dinner one observer of the workshop referred to the day’s proceedings as “statistical smoke and mirrors.” They then stated that one simply needed to count the number of cementum annuli, add the average age of eruption, and one would know the age to within a year or two. This statement was made prior to the numerous advances that have been made in “cementochronology.” However, even with these recent developments, we are often faced with making age estimations in both the living and the dead that rely on general bone and/or dental development or senescence. This is necessarily a statistical endeavor. The goal is to model development or senescence as a function of age and then “invert” the problem using Bayes’ Theorem. For single traits, this is not a difficult endeavor, but the analysis becomes more complicated when there are multiple traits and particularly when the traits are a mix of binary, ordinal categorical, and continuous variables. It is expected that traits will not be conditionally independent. In other words, there are generally non-zero residual correlations between traits after conditioning on age. Although there have been ad hoc solutions to this problem, the use of Markov Chain Monte Carlo (MCMC) methods allows researchers to esti-mate the residual correlations without recourse to multivariate numerical integration. Ko-nigsberg and Herrmann suggested the use of MCMC methods at the first Rostock Work-shop. These methods have begun to receive greater acceptance and have been applied in paleodemography and in age estimation. MCMC comes with the additional benefit that one can produce posterior predictive distributions of the traits as a check on whether the refer-ence and target samples age in the same fashion. This talk is part of the workshop, ""New Approaches to Skeletal Age Estimation for Diverse Populations,"" organized by Bridget Algee-Hewitt (Stanford CCSRE). Public reception to follow. */","Mon August 6th 2018, 5:30pm","Terrace Room, Margaret Jacks Hall (Building 460, 4th floor)"
1716323825-1.html,Letterpress Workshop | Center for Spatial and Textual Analysis,Join us for a 2-hour workshop on letterpress printing and artists' books with Dr. Ane Knutsen (University of Oslo) and Dr. Claire Battershill (University of Toronto) in the Product Realization Lab (PRL) of the D-School at Stanford. We will learn how to letterpress! Contact Alice Staveley to sign up and for more details (staveley [at] stanford.edu (staveley[at]stanford[dot]edu)).,Letterpress Workshop,Events About People Connect With Us Contact Us,,,,,,"Fri May 17th 2024, 12:30 - 2:30pm",Product Realization Lab (PRL) at D-School
1716323825-231.html,Digital Tools and Methods for the Humanities and Social Sciences: Text Analysis with Python | Center for Spatial and Textual Analysis,"Are you interested in analyzing collections of novels or journal articles? Do you want to understand patterns across collections of tweets or other social media data? In this workshop, we'll learn how to import, clean, and analyze collections of text with Python using several standard text mining libraries. Prerequisites: Basic knowledge of Python. Registration is free and opens two weeks prior to the workshop - register here.",Digital Tools and Methods for the Humanities and Social Sciences: Text Analysis with Python,Events About People Connect With Us Contact Us,,,,,"Are you interested in analyzing collections of novels or journal articles? Do you want to understand patterns across collections of tweets or other social media data? In this workshop, we'll learn how to import, clean, and analyze collections of text with Python using several standard text mining libraries. Prerequisites: Basic knowledge of Python. Registration is free and opens two weeks prior to the workshop - register here .","Wed November 6th 2019, 2:00 - 4:00pm","Catherine Tierney Seminar Room, Green Library 121A"
1716323825-374.html,The Transformation of the Chinese Political Elite: Discovering Macrohistorical Changes with Digital Methods | DHAsia Presents Song Chen | Center for Spatial and Textual Analysis,The Song dynasty was a period when the accumulation of new wealth and the spread of printing made educational resources more widely accessible outside the traditional heartland of Chinese civilization. Did these new economic and cultural conditions inspire new forms of government? Did they change the composition and behavior of the political elite?,The Transformation of the Chinese Political Elite: Discovering Macrohistorical Changes with Digital Methods | DHAsia Presents Song Chen,Events About People Connect With Us Contact Us,,,,,"The Song dynasty was a period when the accumulation of new wealth and the spread of printing made educational resources more widely accessible outside the traditional heartland of Chinese civilization. Did these new economic and cultural conditions inspire new forms of government? Did they change the composition and behavior of the political elite? Relying both on data from the China Biographical Database (CBDB) and those collected through direct research, this lecture will explore the geographic origins of Song civil officials, patterns of their bureaucratic assignments, and their kinship networks. It will show that over the course of the Song period, proximity to the capital as a catalyst to political success was supplanted by residence in more diverse zones of economic prosperity and high educational investment. It will also demonstrate that the practice of giving civil officials assignments all over the empire gave way to a preference for employing officials close to their homes. In the midst of these changes, the political elite transformed from a capital-centered group into one which maintained ever closer connections to their native communities. This talk illustrates how a wide range of digital tools may be combined and lead to new findings in historical inquiry.","Tue May 9th 2017, 4:15 - 6:00pm","CESTA, Wallenberg Hall, 4th Floor"
1716323825-118.html,"[POSTPONED] HAI's ""Concept Time Machine"" research group on work in progress | Center for Spatial and Textual Analysis",,"[POSTPONED] HAI's ""Concept Time Machine"" research group on work in progress",Events About People Connect With Us Contact Us,,,,,,"Tue October 26th 2021, 12:00 - 1:15pm",Online via Zoom
1716323825-227.html,Digital Tools and Methods for the Humanities and Social Sciences: Zotero and Tropy | Center for Spatial and Textual Analysis,"Learn how to use Zotero and Tropy, two open-source tools, to manage text and image materials, and their associated metadata. Registration is free and opens two weeks prior to the workshop - register here.",Digital Tools and Methods for the Humanities and Social Sciences: Zotero and Tropy,Events About People Connect With Us Contact Us,,,,,"Learn how to use Zotero and Tropy, two open-source tools, to manage text and image materials, and their associated metadata. Registration is free and opens two weeks prior to the workshop - register here .","Wed November 13th 2019, 2:00 - 4:00pm",Green Library East IC Classroom (Rm 166)
1716323825-362.html,"CESTA Seminar | G. Henley, E. Treharne, M. Lyons-Penner, S. Brisbois ""Digital Medieval Studies in 2017: precedents, pathways, futures"" | Center for Spatial and Textual Analysis","A panel of digital medievalists takes stock of several significant leaps forward in digital medieval studies this year, most notably the first DH-focused issue from the field’s premier journal, Speculum, and the launch of a Digital Humanities and Multimedia Studies Prize by the Medieval Academy of America. At this pivotal moment in digital medieval studies, the panel assesses progress, boundaries, and setbacks, with particular attention to the field’s self-identified exceptionalism, potentials for collaboration, and the effects of mainstreaming.","CESTA Seminar | G. Henley, E. Treharne, M. Lyons-Penner, S. Brisbois ""Digital Medieval Studies in 2017: precedents, pathways, futures""",Events About People Connect With Us Contact Us,,,,,"A panel of digital medievalists takes stock of several significant leaps forward in digital medieval studies this year, most notably the first DH-focused issue from the field’s premier journal, Speculum , and the launch of a Digital Humanities and Multimedia Studies Prize by the Medieval Academy of America. At this pivotal moment in digital medieval studies, the panel assesses progress, boundaries, and setbacks, with particular attention to the field’s self-identified exceptionalism, potentials for collaboration, and the effects of mainstreaming. Attendees are encouraged – but not required – to review Speculum ’s DH issue in advance of the seminar, and to prepare to engage in the following: how has medieval studies approached digital humanities in either unique or conventional ways? Do its approaches differ from other fields? How is medieval studies uniquely qualified (or not qualified) to utilize digital humanities methodologies? What aspects of our approach could be improved or refined, and what new directions would be most effective in the future? Should we value originality over building precedent? We particularly welcome perspectives from non-medievalists in the Stanford community as we assess ways forward. Please find the articles here: http://www.journals.uchicago.edu/toc/spc/2017/92/S1 . Georgia Henley will discuss D.J. Birnbaum, S. Bonde, M. Kestemont, “The Digital Middle Ages: An Introduction.” Elaine Treharne will discuss M. Kestemon, V. Christlein, D. Stutzmann, “Artificial Paleography: Computational Approaches to Identifying Script Types in Medieval Manuscripts.” Mae Lyons-Penner will discuss M. Cruse, “A Quantitative Analysis of Toponyms in a Manuscript of Marco Polo’s Devisement du monde (London, British Library, MS Royal 19 D 1).” Sébastien Brisbois will discuss D.J. Wrisley, “Locating Medieval French, or Why We Collect and Visualize the Geographic Information of Texts” and M.A. Stones, “Mapping Illuminated Manuscripts: Applying GIS concepts to Lancelot-Grail Manuscripts.”","Tue October 31st 2017, 12:00 - 1:30pm","Bldg. 160, Rm. 433A"
1716323825-270.html,Introduction to Unix and Git for Academics | Center for Spatial and Textual Analysis,"This is a very gentle introduction for non-programmers to the most basic, text-based ways to do things with a computer: the Unix (or Linux) command line.  Sometimes considered arcane, off-putting, or just old-fashioned, a bit of command line knowledge is still required for much digital humanities and social science work, even on a modern Mac or PC -- knowledge that is too often treated as implicit, but too seldom taught.",Introduction to Unix and Git for Academics,Events About People Connect With Us Contact Us,,,,,"This is a very gentle introduction for non-programmers to the most basic, text-based ways to do things with a computer: the Unix (or Linux) command line.  Sometimes considered arcane, off-putting, or just old-fashioned, a bit of command line knowledge is still required for much digital humanities and social science work, even on a modern Mac or PC -- knowledge that is too often treated as implicit, but too seldom taught.  We will also cover the basics of Git, the near-universal version-control system that is one of basic toolkits of digital scholarship and especially collaboration. This workshop is a safe space for people of all experience levels, with no question too basic to ask! Prerequisites: None.  Please bring your own computer.  It would be helpful before the class to create a free account on http://github.com if you don’t have one. This workshop is offered by Stanford Libraries' Center for Interdisciplinary Research as part of its mission to provide training in technical academic research practices and applied research methods.","Tue February 19th 2019, 2:00 - 4:00pm",Green Library East IC Classroom (Rm 166)
1716323825-335.html,"CESTA Seminar | Gisch & Parker ""Museums, Media, and Memory in South Africa"" | Center for Spatial and Textual Analysis","Over the past 200 years an enormous wealth and variety of museums has developed in South Africa. Many have functioned as agents of colonization and nationalism, and been charged with materializing fraught political and cultural imperatives. When viewed in this light, such museums offer compelling microhistories of South Africa. While several museums reflect new developments, others have struggled to adapt to societal change. This presentation details prospects and challenges in developing a digital database of South African museums.","CESTA Seminar | Gisch & Parker ""Museums, Media, and Memory in South Africa""",Events About People Connect With Us Contact Us,,,,,"Over the past 200 years an enormous wealth and variety of museums has developed in South Africa. Many have functioned as agents of colonization and nationalism, and been charged with materializing fraught political and cultural imperatives. When viewed in this light, such museums offer compelling microhistories of South Africa. While several museums reflect new developments, others have struggled to adapt to societal change. This presentation details prospects and challenges in developing a digital database of South African museums. What do the concepts of heritage and public history mean in relation to museums, some 24 years after the demise of apartheid? Do digital media offer new possibilities of curation, place-making and pedagogy? Dillon Gisch is an MA candidate in Anthropology and a PhD candidate in Classical Archaeology at Stanford. He previously studied Art History and Classical Studies at the University of Washington and then worked as the Director of Antique and Modern Works on Paper at Davidson Galleries in Seattle. His dissertation examines the materiality of serial and replicated ancient Roman images of Venus and how ancient Roman as well as post-antique persons have perceived them. Grant Parker is Associate Professor and Chair of Classics and Richard E. Guggenhime Faculty Scholar at Stanford. He first studied at the University of Cape Town and his first teaching position was at the University of the Witwatersrand, Johannesburg. Among his publications are The Agony of Asar: A Thesis on Slavery by the Former Slave, J. E. J. Capitein, 1717-47 (Markus Wiener Publishers, 2001) and, as editor, South Africa, Greece, Rome: Classical Confrontations (Cambridge UP, 2017).","Tue May 22nd 2018, 12:00 - 1:20pm","Bldg. 160, Rm. 433A"
1716323825-159.html,Introduction to Python: Digital Tools and Methods for Humanities and Social Sciences | Center for Spatial and Textual Analysis,"This workshop provides an introduction to the Python programming language, covering basic syntax, variables, functions, and control flow. You will learn enough Python to write basic scripts, and to allow you to explore the rich environment of Python packages available. Prior experience with programming in another language is helpful, but not required.",Introduction to Python: Digital Tools and Methods for Humanities and Social Sciences,Events About People Connect With Us Contact Us,,,,,"This workshop provides an introduction to the Python programming language, covering basic syntax, variables, functions, and control flow. You will learn enough Python to write basic scripts, and to allow you to explore the rich environment of Python packages available. Prior experience with programming in another language is helpful, but not required.","Tue January 19th 2021, 1:00 - 3:00pm",Zoom
1716323825-294.html,CESTA Seminar Series with Dr. Dan Jurafsky | Center for Spatial and Textual Analysis,"Please join us Tuesday, October 30th, in the seminar room at CESTA (Bldg. 160, Rm. 433A) from 12:00–1:20pm for the next lecture in our fall quarter CESTA Seminar Series.    Dr. Dan Jurafsky will present on: Automatically Extracting Social Meaning from Language Abstract:  ",CESTA Seminar Series with Dr. Dan Jurafsky,Events About People Connect With Us Contact Us,,,,,"Please join us Tuesday, October 30th, in the seminar room at CESTA (Bldg. 160, Rm. 433A) from 12:00–1:20pm for the next lecture in our fall quarter CESTA Seminar Series . Dr. Dan Jurafsky will present on: Automatically Extracting Social Meaning from Language Abstract: In this talk, Dr. Jurafsky describes research from his lab on computationally extracting social meaning from language, meaning that takes into account social relationships between people. He studies interactions between police and community members in traffic stops recorded in body-worn camera footage, using language to measure interaction quality, study the role of race, and draw suggestions for going forward in this fraught area. He then show how understanding of framing and socio-economic variables can be extracted from the language of food: menus, reviews, and advertising. He also discusses computational methods for studying how meaning changes over time and how these changes can be used to study historical societal biases and cultural preconceptions. Together, these studies highlight how computational methods can help us interpret some of the latent social content behind the words we use. About the speaker: Dan Jurafsky is the Jackson Eli Reynolds Professor in Humanities, Professor and Chair of Linguistics and Professor of Computer Science at Stanford University. His research focuses on the extraction of meaning, intention, and affect from text and speech, on the processing of Chinese, and on applying natural language processing to the cognitive and social sciences. Dan is passionate about NLP education; he is the co-author of the widely-used textbook ""Speech and Language Processing"" and co-taught the first massive open online class on natural language processing. The recipient of a 2002 MacArthur Fellowship, Dan is also a 2015 James Beard Award Nominee for his book, ""The Language of Food: A Linguist Reads the Menu"".","Tue October 30th 2018, 12:00 - 1:00pm","Wallenberg Hall, Fourth Floor"
1716323825-152.html,Text Analysis with Python : Digital Tools and Methods for Humanities and Social Sciences | Center for Spatial and Textual Analysis,"Are you interested in analyzing collections of novels or journal articles? Do you want to understand patterns across collections of tweets or other social media data? In this workshop, we'll learn how to import, clean, and analyze collections of text with Python using several standard text mining libraries.",Text Analysis with Python : Digital Tools and Methods for Humanities and Social Sciences,Events About People Connect With Us Contact Us,,,,,"Are you interested in analyzing collections of novels or journal articles? Do you want to understand patterns across collections of tweets or other social media data? In this workshop, we'll learn how to import, clean, and analyze collections of text with Python using several standard text mining libraries. Prerequisites: You should be familiar with basic Python syntax and fundamental programming concepts such as variables, functions, and control flow. If you need a refresher, check out A Byte of Python ( https://python.swaroopch.com/ ).","Tue February 16th 2021, 1:00 - 3:00pm",Zoom
1716323825-50.html,"Alex Sherman: Four Theses on the Real and Imaginary British Empire, 1697-1829 | Center for Spatial and Textual Analysis", ,"Alex Sherman: Four Theses on the Real and Imaginary British Empire, 1697-1829",Events About People Connect With Us Contact Us,,,,,"Alex Sherman's CESTA Seminar  The entanglement of colonial power’s cultural and material manifestations has been an important topic in anti-colonial thinking. I tentatively term this the problem of relating the imperial imaginary and imperial reality. This presentation discusses the first complete phase of a project on the imaginary and real geographies of the eighteenth-century British maritime empire, using digital methods (custom named entity recognition) and mapping to compare place names mentioned in maritime fiction and nonfiction to the movements of British ships. In addition to those results and analyses, I will speculate on future research that might venture beyond this period and track more than place names. Cosponsored with Stanford British Studies (Department of History). The presentation will include lunch and take place at the Stanford Center for Spatial and Textual Analysis in Wallenberg 433A. A Zoom link is available upon request from Office Management Intern, Daniela Perez ( perezd20 [at] stanford.edu (perezd20[at]stanford[dot]edu) ). About the Presenter: Alexander Sherman, a Ph.D. candidate in English at Stanford University, studies literature and science in the eighteenth century, along with the digital humanities and the geography of colonialism. He is a coordinator for the Stanford Literary Lab and collaborator on several projects there. His dissertation, Dangers Near and Far: Virtual Positions in Scientific, Maritime, and Gothic Writing , links those three bodies of writing to argue for how lasting epistemic and narrative norms come from attempts to manage the dangers attending British overseas colonial expansion. His work has appeared in Cultural Analytics and Post45 and is forthcoming in PMLA .","Tue May 30th 2023, 12:00 - 1:15pm",Wallenberg 433A
1716323825-386.html,"D. Johnson & I. Johnson: ""The Tremulator"" (Text Technologies) | Center for Spatial and Textual Analysis","The Tremulator is a digital tool developed initially to aid in the collection and visualization of ‘irregular’ data found in medieval manuscripts, especially the interventions and signs of use left behind by medieval and post-medieval readers of those manuscripts. It takes its name from the first subject whose signs of use it has been employed to collect and annotate: the so-called Tremulous Hand of Worcester, a thirteenth-century scribe who marked up nearly two dozen Old English manuscripts.This tool was developed, then, for a very specific purpose, yet Prof.","D. Johnson & I. Johnson: ""The Tremulator"" (Text Technologies)",Events About People Connect With Us Contact Us,,,,,"The Tremulator is a digital tool developed initially to aid in the collection and visualization of ‘irregular’ data found in medieval manuscripts, especially the interventions and signs of use left behind by medieval and post-medieval readers of those manuscripts. It takes its name from the first subject whose signs of use it has been employed to collect and annotate: the so-called Tremulous Hand of Worcester, a thirteenth-century scribe who marked up nearly two dozen Old English manuscripts.This tool was developed, then, for a very specific purpose, yet Prof. Johnson's team intends to expand its usability so that it may be configured by others to meet their own needs (TEI tagging of manuscript documents and similar images comes to mind). In this talk, David Johnson will present the genesis of the project and explain how it has advanced his own research, and Ian Johnson will speak on the more technical aspects of the program’s current engineering and future promise. David F. Johnson is Professor of English at Florida State University, where he teaches Old and Middle English, Old Norse/Icelandic, History of the English Language, and Medieval Literature and Film, among other course. His research interests include Old and Middle English, Old Norse/Icelandic, and Middle Dutch language and literatures, especially in their manuscript context. He is currently working on a new edition of the Old English translation of Gregory the Great’s Dialogues , as well as a book on the Tremulous Hand of Worcester. Ian Johnson earned a BA in Chinese literature and Language and a BS in Applied Mathematics from Florida State University, and a Master’s in Scientific Computing from FSU, as well. He has worked at a number of start-ups in the Bay Area, and is currently a UX Engineer at Google.","Thu March 23rd 2017, 12:00 - 2:00pm","Bldg. 160, Rm. 433A"
1716323825-369.html,Second Workshop of the Grand Tour Project | Center for Spatial and Textual Analysis,Digitizing the Grand Tour II: a workshop on the worlds and lives of eighteenth-century travelers to Italy Organized by Prof. Giovanna Ceserani - Stanford's Classics Department   We are bringing to Stanford leading scholars of Grand Tour studies and eighteenth-century cultural history for two days of reflections on eighteenth-century travel to Italy and digital approaches to its study.,Second Workshop of the Grand Tour Project,Events About People Connect With Us Contact Us,,,,,,"Fri September 8th 2017, 4:30pm","CESTA (Wallenberg Hall/Bldg 160, fourth floor, room 433A)"
1716323825-105.html,Centering People in Information Translation | Center for Spatial and Textual Analysis, ,Centering People in Information Translation,Events About People Connect With Us Contact Us,,,,," About this talk: Inaccessible information has wide-ranging consequences. These span people with disabilities being unable to read COVID-19 infographics to them being excluded from digital networks like social media and remote meetings which frequently and rapidly transmit highly visual information. One approach to increasing nonvisual access to information for people who are blind and low vision is artificial intelligence (AI), which promises automation and scalability. However, research and media reports continue to illuminate AI-bias and malicious applications. As these harms tend to impact people who already experience marginalization, the ethics of applying AI to solve perennial accessibility challenges is complicated. In this talk I will overview one project I led concerning one facet of information accessibility—how people are represented in human and AI-generated alternative (alt) text descriptions. I will share findings from interviews I conducted with blind people who rely on alt text to understand visual information and who also identified as a minoritized race or gender shown to be disproportionately misrepresented by AI-powered human recognition systems. From their experiences and perspectives, I synthesized alt text design considerations. However, I will conclude the talk with provocations for the audience, rooted in examples from art and disability activism, which ask us to move beyond future systems which invisibly automate alt text production to reveal and reimagine human-centered methods for interpreting visual content into nonvisual formats. About the speaker: Cynthia Bennett is a Postdoctoral Fellow at Carnegie Mellon University’s Human-Computer Interaction Institute. Her HCI research concerns the intersection of power, disability, and design. Bennett is regularly invited to speak about her research; recent hosts include the Goethe-Institut and  The Radical AI podcast. She has received funding from the National Science Foundation, Microsoft Research, and the University of Washington’s Human Centered Design and Engineering department, where she completed her Ph.D. She has published in top-tier human-computer interaction venues, and seven of these papers have received awards.","Thu March 31st 2022, 1:00pm",Hybrid event: in-person at CESTA and via Zoom
1716323825-390.html,"Susan Elizabeth Gagliardi: ""Mapping Senufo: Visualizing Time- and Place-Based Information about Historical Arts of West Africa"" | Center for Spatial and Textual Analysis","When applied to arts associated with West Africa, the Senufo label identifies a style and facilitates classification of objects for sale or study when little or no documentation exists about specific artists, patrons, or audiences. Early twentieth-century connoisseurs and scholars who first looked at objects from the African continent as art sought to delineate such discrete styles. The approach is grounded in an assumption that art style coincides with language, religion, social organization, and geography.","Susan Elizabeth Gagliardi: ""Mapping Senufo: Visualizing Time- and Place-Based Information about Historical Arts of West Africa""",Events About People Connect With Us Contact Us,,,,,"When applied to arts associated with West Africa, the Senufo label identifies a style and facilitates classification of objects for sale or study when little or no documentation exists about specific artists, patrons, or audiences. Early twentieth-century connoisseurs and scholars who first looked at objects from the African continent as art sought to delineate such discrete styles. The approach is grounded in an assumption that art style coincides with language, religion, social organization, and geography. Yet scholars have for decades recognized that art style, language, religion, social organization, and geography do not overlap so neatly. Nevertheless, the classifications and assumptions undergirding them endure in museums, exhibitions, and publications. In this presentation, Gagliardi explains how Mapping Senufo aims to recover and visualize time- and place-based information about specific arts as well as generate fresh questions for study of the arts that move beyond cultural or ethnic group classifications. Susan Elizabeth Gagliardi is assistant professor in the Art History Department at Emory University in Atlanta, Georgia. She was named Distinguished Junior External Fellow at the Stanford Humanities Center for the 2016-17 academic year. Her scholarship draws on more than thirty months of fieldwork in West Africa as well as archival and museum-based investigations in Africa, Europe, and North America. Research for her first book Senufo Unbound: Dynamics of Art and Identity in West Africa (The Cleveland Museum of Art and 5 Continents Editions, 2015) led her to develop Mapping Senufo , an in-progress collaborative digital publication that she launched in August 2013 with support from the Emory Center for Digital Scholarship. For the spring semester of 2016, she designed and organized “MAP IT | Little Dots, Big Ideas,” a series of lectures and workshops at Emory.","Tue February 28th 2017, 12:00 - 1:30pm","Bldg. 160, Rm. 433A"
1716323825-46.html,Coffee Break at CESTA (November) | Center for Spatial and Textual Analysis,"All community members are cordially invited to attend our monthly Coffee Breaks, which will be held at 10 a.m. on the first Thursday of every month. Stop by CESTA for coffee or tea, biscotti, and conversation with colleagues!",Coffee Break at CESTA (November),Events About People Connect With Us Contact Us,,,,,"All community members are cordially invited to attend our monthly Coffee Breaks, which will be held at 10 a.m. on the first Thursday of every month. Stop by CESTA for coffee or tea, biscotti, and conversation with colleagues!","Thu November 2nd 2023, 10:00 - 11:00am","Wallenberg Hall, 4th Floor"
1716323825-406.html,Mapping Rome ... Not in a Day | Center for Spatial and Textual Analysis,"CESTA invites you to attend a public workshop featuring our ongoing collaborative research project on the architectural and urban development of Rome from antiquity to the present. Drawing from the great masters of Roman cartography and topography (e.g. Forma Urbis, Nolli, Vasi, Lanciani, etc.), the project seeks to digitize and mine these documentary visual artifacts to analyze the spatial history of the Eternal City and build a collaborative research infrastructure for its study.",Mapping Rome ... Not in a Day,Events About People Connect With Us Contact Us,,,,,,"Wed August 31st 2016, 9:00am - 12:00pm",Wallenberg 433A
1716323825-113.html,"Eric Harvey: ""Beyond Compliance: Thinking Accessibly about the Digital Humanities"" | Center for Spatial and Textual Analysis","About this talk: Equal access to digital tools and media can only be ensured if they are created with accessibility in mind. Too often, accessibility can seem like a burden and be left to the final moments, if not neglected entirely. This talk will show that thinking about data and digital publication from the outset leads not only to better experiences for disabled users, but also to deeper, more fully developed, and more flexible projects overall.","Eric Harvey: ""Beyond Compliance: Thinking Accessibly about the Digital Humanities""",Events About People Connect With Us Contact Us,,,,,"About this talk: Equal access to digital tools and media can only be ensured if they are created with accessibility in mind. Too often, accessibility can seem like a burden and be left to the final moments, if not neglected entirely. This talk will show that thinking about data and digital publication from the outset leads not only to better experiences for disabled users, but also to deeper, more fully developed, and more flexible projects overall. This talk will present a broad theoretical framework for universal and inclusive thinking, with reference to specific tools and resources to guide accessible development. About this speaker : Eric Harvey is CESTA’s Digital Humanities Postdoctoral Fellow. He earned his Ph.D. in Near Eastern and Judaic Studies from Brandeis University in 2020 with his dissertation “Sing to the Lord a New(-ish) Song: The Psalms of the Egyptian Hallel Across Two Thousand Years.” His research combines Book History, Material Philology, and Evolutionary Biology to reconceptualize Hebrew Psalms over the longue durée. He also researches disability in antiquity and advocates for accessibility in digital tools and resources. He keeps a personal site with blog and accessibility resources at www.blindscholar.com .","Tue January 25th 2022, 12:00 - 1:15pm",Online via Zoom
1716323825-11.html,"""Future Horizons"": Lightning Talks for New DH Projects | Center for Spatial and Textual Analysis","For this session, we will be gathered in small groups of 4-5 people. We expect everyone to present their new research idea for 5 at most 5 minutes with only two slides. These ideas don't have to be fully thought through--they can also be first steps. Afterwards, each group that has been curated in terms of the common interests of the participants will brainstorm together over lunch. RSVP for the event here. We invite all Stanford DH-practicioners from all levels of expertise!","""Future Horizons"": Lightning Talks for New DH Projects",Events About People Connect With Us Contact Us,,,,,"For this session, we will be gathered in small groups of 4-5 people. We expect everyone to present their new research idea for 5 at most 5 minutes with only two slides. These ideas don't have to be fully thought through--they can also be first steps. Afterwards, each group that has been curated in terms of the common interests of the participants will brainstorm together over lunch. RSVP for the event here . We invite all Stanford DH-practicioners from all levels of expertise! Please email eeyurek [at] stanford.edu (eeyurek[at]stanford[dot]edu) if you have any questions.","Thu April 25th 2024, 12:00 - 1:00pm","Wallenberg Hall, 4th Floor"
1716323825-328.html,Introduction to Webscraping with Python | Center for Spatial and Textual Analysis,"This workshop introduces basic techniques in webscraping with Python primarily using the requests-html library. You’ll learn how to write a script to scrape multiple pages of a website, select particular information from a page, and save that information in a structured file. We’ll also discuss some of the legal and ethical issue involved in webscraping.",Introduction to Webscraping with Python,Events About People Connect With Us Contact Us,,,,,"This workshop introduces basic techniques in webscraping with Python primarily using the requests-html library. You’ll learn how to write a script to scrape multiple pages of a website, select particular information from a page, and save that information in a structured file. We’ll also discuss some of the legal and ethical issue involved in webscraping. Prerequisites: You should be familiar with basic Python syntax and fundamental programming concepts such as variables, functions, and control flow. If you need a refresher, check out A Byte of Python ( https://python.swaroopch.com/ ) This workshop is offered by Stanford Libraries' Center for Interdisciplinary Research as part of its mission to provide training in technical academic research practices and applied research methods. Webscraping with Python","Wed May 30th 2018, 2:00 - 4:00pm",Green Library East 166 (IC Classroom)
1716323825-282.html,"Climbing Snowy Aetna: antiquity, travel, and the collecting of knowledge | Center for Spatial and Textual Analysis","In the eighteenth century tens of thousands visited Italy to glimpse its classical past, some venturing south of Rome in search of the lands of Greek myth and natural wonder. This talk focuses on those travelers who climbed the Sicilian volcano of Aetna in the 1760s. I set their journeys in dialogue with questions about the place of antiquity in the pursuit of modern knowledge, examining the evolving ideal of travel as research.","Climbing Snowy Aetna: antiquity, travel, and the collecting of knowledge",Events About People Connect With Us Contact Us,,,,,"In the eighteenth century tens of thousands visited Italy to glimpse its classical past, some venturing south of Rome in search of the lands of Greek myth and natural wonder. This talk focuses on those travelers who climbed the Sicilian volcano of Aetna in the 1760s. I set their journeys in dialogue with questions about the place of antiquity in the pursuit of modern knowledge, examining the evolving ideal of travel as research. Giovanna Ceserani is Associate Professor of Classics and, by courtesy, of History at Stanford University. The author of Italy’s Lost Greece: Magna Graecia and the Making of Modern Archaeology (Oxford University Press, 2012), she works on the intellectual history of the classical tradition and directs the digital Grand Tour Project ( https://grandtour.stanford.edu/ ).","Fri November 30th 2018, 12:15 - 1:30pm","Building 110, Room 112"
